Paper,Coder
143,A = sulfamethoxazole and trimethoprim_E.coli_Trimethoprim-Sulfamethoxazole
144,A = isoniazid_M.tuberculosis_Isoniazid (1992-1996); B = rifampicin_M.tuberculosis_Rifampicin (1992-1996); C = ethambutol_M.tuberculosis_Ethambutol (1992-1996); D = isoniazid_M.tuberculosis_Isoniazid (1982-1986); E = rifampicin_M.tuberculosis_Rifampicin (1982-1986); F = ethambutol_M.tuberculosis_Ethambutol (1982-1986)
145,"A = Any first line_M.tuberculosis_Any (Isoniazid, Rifampicin, Pyramzinamide, Streptomycin, Ethambutol, Mono or multiresistance, acquired or primary resistance)"
146,A = penicillin_S.pneumoniae_Penicillin
147,A = penicillin_S.pneumoniae_Penicillin; B = amoxicillin_S.pneumoniae_Amoxicillin; C = amoxicillin and beta-lactamase inhibitor_S.pneumoniae_Amoxicillin-clavulanate; D = ceftriaxone_S.pneumoniae_Ceftriaxone; E = erythromycin_S.pneumoniae_Erythromycin; F = clindamycin_S.pneumoniae_Clindamycin; G = sulfamethoxazole_S.pneumoniae_SXT; H = tetracycline_S.pneumoniae_Tetracycline
148,"A = ESBL_Multiple_ESBL, Enterobacteriaceae (E.coli, K.pneumoniae, P.mirabilis, E.cloacae, Citrobacter)"
371,A = gatifloxacin_S.pneumoniae_Gatifloxacin; B = levofloxacin_S.pneumoniae_Levofloxacin; C = penicillin_S.pneumoniae_Penicillin; D = ceftriaxone_S.pneumoniae_Ceftriaxone; E = erythromycin_S.pneumoniae_Erythromycin; F = clindamycin_S.pneumoniae_Clindamycin; G = tetracycline_S.pneumoniae_Tetracycline; H = sulfamethoxazole and trimethoprim_S.pneumoniae_Trimethoprim sulfamethoxazole; I = gatifloxacin_CoNS_Gatifloxacin; J = levofloxacin_CoNS_Levofloxacin; K = ciprofloxacin_CoNS_Ciprofloxacin; L = oxacillin_CoNS_Oxacillin; M = erythromycin_CoNS_Erythromycin; N = clindamycin_CoNS_Clindamycin; O = vancomycin_CoNS_Vancomycin; P = gatifloxacin_S.aureus_Gatifloxacin; Q = levofloxacin_S.aureus_Levofloxacin; R = ciprofloxacin_S.aureus_Ciprofloxacin; S = oxacillin_S.aureus_Oxacillin; T = erythromycin_S.aureus_Erythromycin; U = clindamycin_S.aureus_Clindamycin; V = vancomycin_S.aureus_Vancomycin; W = gatifloxacin_E.faecalis_Gatifloxacin; X = levofloxacin_E.faecalis_Levofloxacin; Y = ciprofloxacin_E.faecalis_Ciprofloxacin; Z = ampicillin_E.faecalis_Ampicillin; AA = vancomycin_E.faecalis_Vancomycin; AB = linezolid_E.faecalis_Linezolid; AC = gatifloxacin_E.coli_Gatifloxacin; AD = ciprofloxacin_E.coli_Ciprofloxacin; AE = ceftazidime_E.coli_Ceftazidime; AF = ceftriaxone_E.coli_Ceftriaxone; AG = cefepime_E.coli_Cefepime; AH = piperacillin and beta-lactamase inhibitor_E.coli_Piperacillin/tazobactam; AI = imipenem and cilastatin_E.coli_Imipenem; AJ = gentamicin_E.coli_Gentamicin; AK = gatifloxacin_K.pneumoniae_Gatifloxacin; AL = ciprofloxacin_K.pneumoniae_Ciprofloxacin; AM = ceftazidime_K.pneumoniae_Ceftazidime; AN = ceftriaxone_K.pneumoniae_Ceftriaxone; AO = cefepime_K.pneumoniae_Cefepime; AP = piperacillin and beta-lactamase inhibitor_K.pneumoniae_Piperacillin/tazobactam; AQ = imipenem and cilastatin_K.pneumoniae_Imipenem; AR = gentamicin_K.pneumoniae_Gentamicin; AS = gatifloxacin_Enterobacter_Gatifloxacin; AT = ciprofloxacin_Enterobacter_Ciprofloxacin; AU = ceftazidime_Enterobacter_Ceftazidime; AV = ceftriaxone_Enterobacter_Ceftriaxone; AW = cefepime_Enterobacter_Cefepime; AX = piperacillin and beta-lactamase inhibitor_Enterobacter_Piperacillin/tazobactam; AY = imipenem and cilastatin_Enterobacter_Imipenem; AZ = gentamicin_Enterobacter_Gentamicin; BA = gatifloxacin_P.aeruginosa_Gatifloxacin; BB = ciprofloxacin_P.aeruginosa_Ciprofloxacin; BC = cefepime_P.aeruginosa_Cefepime; BD = piperacillin and beta-lactamase inhibitor_P.aeruginosa_Piperacillin/tazobactam; BE = imipenem and cilastatin_P.aeruginosa_Imipenem; BF = amikacin_P.aeruginosa_Amikacin; BG = polymyxin B_P.aeruginosa_Polymyxin B; BH = gatifloxacin_Acinetobacter_Gatifloxacin; BI = ciprofloxacin_Acinetobacter_Ciprofloxacin; BJ = ceftazidime_Acinetobacter_Ceftazidime; BK = cefepime_Acinetobacter_Cefepime; BL = piperacillin and beta-lactamase inhibitor_Acinetobacter_Piperacillin/tazobactam; BM = imipenem and cilastatin_Acinetobacter_Imipenem; BN = amikacin_Acinetobacter_Amikacin; BO = polymyxin B_Acinetobacter_Polymyxin B; BP = gatifloxacin_S.maltophilia_Gatifloxacin; BQ = ciprofloxacin_S.maltophilia_Ciprofloxacin; BR = ceftazidime_S.maltophilia_Ceftazidime; BS = cefepime_S.maltophilia_Cefepime; BT = imipenem and cilastatin_S.maltophilia_Imipenem; BU = piperacillin and beta-lactamase inhibitor_S.maltophilia_Piperacillin/tazobactam; BV = sulfamethoxazole and trimethoprim_S.maltophilia_Trimethoprim sulfamethoxazole; BW = polymyxin B_S.maltophilia_Polymyxin B
327,"A = penicillin_S.pneumoniae_Penicillin, 1991-1994; B = chloramphenicol_S.pneumoniae_Chloramphenicol, 1991-1994; C = tetracycline_S.pneumoniae_Tetracycline, 1991-1994; D = erythromycin_S.pneumoniae_Erythromycin, 1991-1994; E = clindamycin_S.pneumoniae_Clindamycin, 1991-1994; F = rifampicin_S.pneumoniae_Rifampicin, 1991-1994; G = Any_S.pneumoniae_Any, 1991-1994; H = penicillin_S.pneumoniae_Penicillin, 1995-1996; I = chloramphenicol_S.pneumoniae_Chloramphenicol, 1995-1996; J = tetracycline_S.pneumoniae_Tetracycline, 1995-1996; K = erythromycin_S.pneumoniae_Erythromycin, 1995-1996; L = clindamycin_S.pneumoniae_Clindamycin, 1995-1996; M = rifampicin_S.pneumoniae_Rifampicin, 1995-1996; N = Any_S.pneumoniae_Any, 1995-1996"
322,A = meticillin_S.aureus_Methicillin
332,A = vancomycin_Staphylococcus_Vancomycin; B = amikacin_Staphylococcus_Amikacin; C = tetracycline_Staphylococcus_Tetracycline; D = sulfamethoxazole and trimethoprim_Staphylococcus_TMP-SMX; E = erythromycin_Staphylococcus_Erythromycin; F = penicillin_Staphylococcus_Pencillin G; G = gentamicin_Staphylococcus_Gentamicin; H = clindamycin_Staphylococcus_Clindamycin; I = norfloxacin_Staphylococcus_Norfloxacin; J = vancomycin_Aerococcus_Vancomycin; K = amikacin_Aerococcus_Amikacin; L = tetracycline_Aerococcus_Tetracycline; M = sulfamethoxazole and trimethoprim_Aerococcus_TMP-SMX; N = erythromycin_Aerococcus_Erythromycin; O = penicillin_Aerococcus_Pencillin G; P = gentamicin_Aerococcus_Gentamicin; Q = clindamycin_Aerococcus_Clindamycin; R = norfloxacin_Aerococcus_Norfloxacin; S = vancomycin_Kocuria_Vancomycin; T = amikacin_Kocuria_Amikacin; U = tetracycline_Kocuria_Tetracycline; V = sulfamethoxazole and trimethoprim_Kocuria_TMP-SMX; W = erythromycin_Kocuria_Erythromycin; X = penicillin_Kocuria_Pencillin G; Y = gentamicin_Kocuria_Gentamicin; Z = clindamycin_Kocuria_Clindamycin; AA = norfloxacin_Kocuria_Norfloxacin
328,A = amoxicillin_S.pneumoniae_Amoxicillin; B = penicillin_S.pneumoniae_Penicillin G; C = cefotaxime_S.pneumoniae_Cefotaxime; D = ceftriaxone_S.pneumoniae_Ceftriaxone; E = chloramphenicol_S.pneumoniae_Chloramphenicol; F = erythromycin_S.pneumoniae_Erythromycin; G = tetracycline_S.pneumoniae_Tetracycline; H = sulfamethoxazole and trimethoprim_S.pneumoniae_TMP/SMX; I = meropenem_S.pneumoniae_Meropenem
329,A = ciprofloxacin_E.coli_Ciprofloxacin
334,"A = MDR 3_H.pylori_Resistance to <3 antibiotics (clarithromycin, metronidazole, levofloxacin, tetracycline, amoxicillin and rifampin)"
331,A = levofloxacin_H.pylori_Levofloxacin
335,A = ampicillin_S.pneumoniae_Ampicillin; B = ceftriaxone_S.pneumoniae_Ceftriaxone; C = gentamicin_S.pneumoniae_Gentamicin; D = penicillin_S.pneumoniae_Penicillin; E = piperacillin_S.pneumoniae_Piperacillin; F = cefoperazone_S.pneumoniae_Cefaperazone; G = amikacin_S.pneumoniae_Amikacin; H = erythromycin_S.pneumoniae_Erythromycin; I = cefazolin_S.pneumoniae_Cefazolin; J = ampicillin_K.pneumoniae_Ampicillin; K = ceftriaxone_K.pneumoniae_Ceftriaxone; L = gentamicin_K.pneumoniae_Gentamicin; M = penicillin_K.pneumoniae_Penicillin; N = piperacillin_K.pneumoniae_Piperacillin; O = cefoperazone_K.pneumoniae_Cefaperazone; P = amikacin_K.pneumoniae_Amikacin; Q = erythromycin_K.pneumoniae_Erythromycin; R = cefazolin_K.pneumoniae_Cefazolin; S = ampicillin_H.influenzae_Ampicillin; T = ceftriaxone_H.influenzae_Ceftriaxone; U = gentamicin_H.influenzae_Gentamicin; V = penicillin_H.influenzae_Penicillin; W = piperacillin_H.influenzae_Piperacillin; X = cefoperazone_H.influenzae_Cefaperazone; Y = amikacin_H.influenzae_Amikacin; Z = erythromycin_H.influenzae_Erythromycin; AA = cefazolin_H.influenzae_Cefazolin; AB = ampicillin_S.aureus_Ampicillin; AC = ceftriaxone_S.aureus_Ceftriaxone; AD = gentamicin_S.aureus_Gentamicin; AE = penicillin_S.aureus_Penicillin; AF = piperacillin_S.aureus_Piperacillin; AG = cefoperazone_S.aureus_Cefaperazone; AH = amikacin_S.aureus_Amikacin; AI = erythromycin_S.aureus_Erythromycin; AJ = cefazolin_S.aureus_Cefazolin; AK = ampicillin_P.aeruginosa_Ampicillin; AL = ceftriaxone_P.aeruginosa_Ceftriaxone; AM = gentamicin_P.aeruginosa_Gentamicin; AN = penicillin_P.aeruginosa_Penicillin; AO = piperacillin_P.aeruginosa_Piperacillin; AP = cefoperazone_P.aeruginosa_Cefaperazone; AQ = amikacin_P.aeruginosa_Amikacin; AR = erythromycin_P.aeruginosa_Erythromycin; AS = cefazolin_P.aeruginosa_Cefazolin; AT = ampicillin_M.catarrhalis_Ampicillin; AU = ceftriaxone_M.catarrhalis_Ceftriaxone; AV = gentamicin_M.catarrhalis_Gentamicin; AW = penicillin_M.catarrhalis_Penicillin; AX = piperacillin_M.catarrhalis_Piperacillin; AY = cefoperazone_M.catarrhalis_Cefaperazone; AZ = amikacin_M.catarrhalis_Amikacin; BA = erythromycin_M.catarrhalis_Erythromycin; BB = cefazolin_M.catarrhalis_Cefazolin
359,A = penicillin_S.pneumoniae_Penicillin
361,"A = erythromycin_S.pyogenes_Erythromycin, Group A streptococcus"
362,A = clarithromycin_H.pylori_Clarithromycin; B = metronidazole_H.pylori_Metronidazole; C = clarithromycin + metronidazole_H.pylori_Clarithromycin + Metronidazole
363,A = metronidazole_H.pylori_Metronidazole; B = clarithromycin_H.pylori_Clarithromycin; C = amoxicillin_H.pylori_Amoxicillin; D = tetracycline_H.pylori_Tetracycline
365,A = ESBL_E.coli_ESBL
366,A = streptomycin_M.tuberculosis_Streptomycin (S+HS+SR+SHRE); B = isoniazid_M.tuberculosis_Isoniazid (H+HR+HE+HS+HRE+SHRE); C = rifampicin_M.tuberculosis_Rifampicin (HR+SR+HRE+SHRE); D = ethambutol_M.tuberculosis_Ethambutol (HE+HRE+SHRE); E = MDR TB_M.tuberculosis_MDR (HR+HRE+SHRE)
367,A = meticillin_S.aureus_Methicillin
369,"A = ampicillin_Multiple_Ampicillin, Multiple (E.coli (71.4%), other uropathogens (e.g. K.pneumoniae, Citrobacter, Enterobacter, P.aeruginosa)); B = sulfamethoxazole and trimethoprim_Multiple_TMP-SMX, Multiple (E.coli (71.4%), other uropathogens (e.g. K.pneumoniae, Citrobacter, Enterobacter, P.aeruginosa)); C = cefalexin_Multiple_Cephalexin, Multiple (E.coli (71.4%), other uropathogens (e.g. K.pneumoniae, Citrobacter, Enterobacter, P.aeruginosa)); D = cefuroxime_Multiple_Cefuroxime, Multiple (E.coli (71.4%), other uropathogens (e.g. K.pneumoniae, Citrobacter, Enterobacter, P.aeruginosa)); E = amoxicillin and beta-lactamase inhibitor_Multiple_Amoxicillin clavulanic acid, Multiple (E.coli (71.4%), other uropathogens (e.g. K.pneumoniae, Citrobacter, Enterobacter, P.aeruginosa)); F = nitrofurantoin_Multiple_Nitrofurantoin, Multiple (E.coli (71.4%), other uropathogens (e.g. K.pneumoniae, Citrobacter, Enterobacter, P.aeruginosa)); G = ofloxacin_Multiple_Ofloxacin; H = ciprofloxacin_Multiple_Ciprofloxacin, Multiple (E.coli (71.4%), other uropathogens (e.g. K.pneumoniae, Citrobacter, Enterobacter, P.aeruginosa))"
364,"A = ampicillin_Multiple_Ampicillin, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%)); B = amoxicillin and beta-lactamase inhibitor_Multiple_Amoxicillin clavulanic acid, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); C = cefalotin_Multiple_Cefalotin, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); D = cefuroxime_Multiple_Cefuroxime, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); E = cefotaxime_Multiple_Cefotaxime, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); F = imipenem and cilastatin_Multiple_Imipenem, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); G = aztreonam_Multiple_Aztreonam, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); H = gentamicin_Multiple_Gentamicin, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); I = nalidixic acid_Multiple_Nalidixic acid, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); J = norfloxacin_Multiple_Norfloxacin, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); K = ofloxacin_Multiple_Ofloxacin, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); L = ciprofloxacin_Multiple_Ciprofloxacin, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); M = sulfamethoxazole and trimethoprim_Multiple_TMP-SMX, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); N = chloramphenicol_Multiple_Chloramphenicol, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); O = nitrofurantoin_Multiple_Nitrofurantoin, Male, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); P = ampicillin_Multiple_Ampicillin, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); Q = amoxicillin and beta-lactamase inhibitor_Multiple_Amoxicillin clavulanic acid, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); R = cefalotin_Multiple_Cefalotin, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); S = cefuroxime_Multiple_Cefuroxime, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); T = cefotaxime_Multiple_Cefotaxime, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); U = imipenem and cilastatin_Multiple_Imipenem, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); V = aztreonam_Multiple_Aztreonam, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); W = gentamicin_Multiple_Gentamicin, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); X = nalidixic acid_Multiple_Nalidixic acid, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); Y = norfloxacin_Multiple_Norfloxacin, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); Z = ofloxacin_Multiple_Ofloxacin, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); AA = ciprofloxacin_Multiple_Ciprofloxacin, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); AB = sulfamethoxazole and trimethoprim_Multiple_TMP-SMX, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); AC = chloramphenicol_Multiple_Chloramphenicol, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%); AD = nitrofurantoin_Multiple_Nitrofurantoin, Female, Coliforms (E.coli=1418 (65.4%), non-E.coli (Klebsiella, Enterobacter, Citrobacter, Proteus)=855 (36.6%)"
337,"A = fluoroquinolone_E.coli_Fluoroquinolone (Ciprofloxacin, gatifloxacin, levofloxacin, norfloxacin, and ofloxacin)"
339,A = clarithromycin_H.pylori_Clarithromycin (2000-2001); B = clarithromycin_H.pylori_Clarithromycin (2012-2013); C = metronidazole_H.pylori_Metronidazole (2000-2001); D = metronidazole_H.pylori_Metronidazole (2008-2009); E = metronidazole_H.pylori_Metronidazole (2012-2013)
340,A = penicillin_S.pneumoniae_Penicillin; B = erythromycin_S.pneumoniae_Erythromycin; C = erythromycin + penicillin_S.pneumoniae_Penicillin + Erythromycin
341,A = meticillin_S.aureus_Methicillin
342,A = penicillin_S.pneumoniae_Penicillin
343,"A = ampicillin_Multiple_Ampicillin, Aerobic gram-negative bacilli; B = cefuroxime_Multiple_Cefuroxime, Aerobic gram-negative bacilli; C = ceftazidime_Multiple_Ceftazidime, Aerobic gram-negative bacilli; D = nalidixic acid_Multiple_Nalidixic acid, Aerobic gram-negative bacilli; E = trimethoprim_Multiple_Trimethroprim, Aerobic gram-negative bacilli; F = sulfamethoxazole_Multiple_Sulfamethoxazole, Aerobic gram-negative bacilli; G = tetracycline_Multiple_Tetracycline, Aerobic gram-negative bacilli; H = ciprofloxacin_Multiple_Ciprofloxacin, Aerobic gram-negative bacilli"
344,A = ampicillin_E.coli_Ampicillin; B = trimethoprim_E.coli_Trimethoprim; C = sulfonamide_E.coli_Sulphonamides; D = ampicillin + sulfonamide + trimethoprim_E.coli_Ampicillin+Trimethoprim+Sulphonamides
345,A = amoxicillin and beta-lactamase inhibitor_E.coli_Amoxicillin clavulanic acid; B = amoxicillin_E.coli_Amoxicillin; C = ceftazidime_E.coli_Ceftazidime; D = cefepime_E.coli_Cefepime; E = sulfamethoxazole and trimethoprim_E.coli_TMP-SMX; F = ciprofloxacin_E.coli_Ciprofloxacin; G = gentamicin_E.coli_Gentamicin; H = imipenem and cilastatin_E.coli_Imipenem; I = ceftazidime_Klebsiella_Ceftazidime; J = cefepime_Klebsiella_Cefepime; K = sulfamethoxazole and trimethoprim_Klebsiella_TMP-SMX; L = ciprofloxacin_Klebsiella_Ciprofloxacin; M = gentamicin_Klebsiella_Gentamicin; N = imipenem and cilastatin_Klebsiella_Imipenem; O = ceftazidime_P.aeruginosa_Ceftazidime; P = cefepime_P.aeruginosa_Cefepime; Q = ciprofloxacin_P.aeruginosa_Ciprofloxacin; R = gentamicin_P.aeruginosa_Gentamicin; S = imipenem and cilastatin_P.aeruginosa_Imipenem; T = meropenem_P.aeruginosa_Meropenem; U = ceftazidime_Enterobacter_Ceftazidime; V = cefepime_Enterobacter_Cefepime; W = sulfamethoxazole and trimethoprim_Enterobacter_TMP-SMX; X = ciprofloxacin_Enterobacter_Ciprofloxacin; Y = gentamicin_Enterobacter_Gentamicin; Z = amoxicillin and beta-lactamase inhibitor_P.mirabilis_Amoxicillin clavulanic acid; AA = amoxicillin_P.mirabilis_Amoxicillin; AB = ceftazidime_P.mirabilis_Ceftazidime; AC = cefepime_P.mirabilis_Cefepime; AD = sulfamethoxazole and trimethoprim_P.mirabilis_TMP-SMX; AE = ciprofloxacin_P.mirabilis_Ciprofoxacin; AF = gentamicin_P.mirabilis_Gentamicin; AG = ESBL_E.coli_E.coli ESBL; AH = ESBL_Klebsiella_Klebsiella ESBL; AI = ESBL_Enterococcus_Enterococcus ESBL
346,"A = fusidic acid_Multiple_Fusidic acid, Multiple (S.aureus, S.epidermidis, S.pneumoniae, H.influenzae, beta and alpha haemolytic streptococcus, P.aeruginosa, Enterobacteriacae, other); B = chloramphenicol_Multiple_Chloramphenicol, Multiple (S.aureus, S.epidermidis, S.pneumoniae, H.influenzae, beta and alpha haemolytic streptococcus, P.aeruginosa, Enterobacteriacae, other); C = fluoroquinolone_Multiple_Quinolone (Levofloxacin / Ciprofloxacin), Multiple (S.aureus, S.epidermidis, S.pneumoniae, H.influenzae, beta and alpha haemolytic streptococcus, P.aeruginosa, Enterobacteriacae, other)"
348,A = amoxicillin and beta-lactamase inhibitor_H.influenzae_Amoxicillin clavulanic acid; B = ampicillin_H.influenzae_Ampicillin; C = azithromycin_H.influenzae_Azithromycin; D = cefaclor_H.influenzae_Ceflacor; E = ceftriaxone_H.influenzae_Ceftriaxone; F = cefuroxime_H.influenzae_Cefuroxime; G = clarithromycin_H.influenzae_Clarithromycin; H = amoxicillin and beta-lactamase inhibitor_S.pneumoniae_Amoxicillin clavulanic acid; I = azithromycin_S.pneumoniae_Azithromycin; J = cefaclor_S.pneumoniae_Ceflacor; K = cefuroxime_S.pneumoniae_Cefuroxime; L = ofloxacin_S.pneumoniae_Ofloxacin; N = penicillin_S.pneumoniae_Penicililn (oral)
349,"A = amikacin_E.coli_Amikacin, Males; B = amoxicillin and beta-lactamase inhibitor_E.coli_Amoxicillin clavulanic acid, Males; C = ampicillin_E.coli_Ampicillin, Males; D = cefotaxime_E.coli_Cefotaxime, Males; E = cefoxitin_E.coli_Cefoxitin, Males; F = cefuroxime_E.coli_Cefuroxime, Males; G = ciprofloxacin_E.coli_Ciprofloxacin, Males; H = fosfomycin_E.coli_Fosfomycin, Males; I = imipenem and cilastatin_E.coli_Imipenem, Males; J = nitrofurantoin_E.coli_Nitrofurantoin, Males; K = tobramycin_E.coli_Tobramycin, Males; L = sulfamethoxazole and trimethoprim_E.coli_TMP-SMX, Males; M = amikacin_E.coli_Amikacin, Females; N = amoxicillin and beta-lactamase inhibitor_E.coli_Amoxicillin clavulanic acid, Females; O = ampicillin_E.coli_Ampicillin, Females; P = cefotaxime_E.coli_Cefotaxime, Females; Q = cefoxitin_E.coli_Cefoxitin, Females; R = cefuroxime_E.coli_Cefuroxime, Females; S = ciprofloxacin_E.coli_Ciprofloxacin, Females; T = fosfomycin_E.coli_Fosfomycin, Females; U = imipenem and cilastatin_E.coli_Imipenem, Females; V = nitrofurantoin_E.coli_Nitrofurantoin, Females; W = tobramycin_E.coli_Tobramycin, Females; X = sulfamethoxazole and trimethoprim_E.coli_TMP-SMX, Females"
350,A = sulfamethoxazole and trimethoprim_E.coli_TMP-SMX; B = cefalotin_E.coli_Cephalothin; C = nitrofurantoin_E.coli_Nitrofurantoin; D = ciprofloxacin_E.coli_Ciprofloxacin; E = sulfamethoxazole and trimethoprim_K.pneumoniae_TMP-SMX; F = cefalotin_K.pneumoniae_Cephalothin; G = nitrofurantoin_K.pneumoniae_Nitrofurantoin; H = ciprofloxacin_K.pneumoniae_Ciprofloxacin; I = sulfamethoxazole and trimethoprim_P.mirabilis_TMP-SMX; J = cefalotin_P.mirabilis_Cephalothin; K = nitrofurantoin_P.mirabilis_Nitrofurantoin; L = ciprofloxacin_P.mirabilis_Ciprofloxacin; M = sulfamethoxazole and trimethoprim_S.saprophyticus_TMP-SMX; N = cefalotin_S.saprophyticus_Cephalothin; O = nitrofurantoin_S.saprophyticus_Nitrofurantoin; P = ciprofloxacin_S.saprophyticus_Ciprofloxacin
351,A = metronidazole_H.pylori_Metronidazole; B = clarithromycin_H.pylori_Clarithromycin
